Brand,Model,Year,Mileage,FuelType,Transmission,EngineSize,Horsepower,Owner,Price
Audi,Q3,2019,34838,Petrol,Automatic,1693,194,1,2866525
BMW,3 Series,2022,98173,Petrol,Manual,3458,312,1,2991741
Toyota,Corolla,2017,24834,Diesel,Automatic,1615,193,1,1364321
Toyota,Fortuner,2014,51387,Petrol,Automatic,2593,289,1,1292795
Audi,A4,2014,86910,Diesel,Automatic,1443,203,2,2252957
Toyota,Corolla,2021,22465,Petrol,Automatic,3211,347,2,1687595
Toyota,Camry,2015,6475,Diesel,Manual,2233,318,1,1272249
Honda,Civic,2019,85814,Petrol,Manual,3475,454,2,1063254
BMW,X1,2022,36289,Petrol,Automatic,2384,293,2,3218864
Audi,A3,2022,116963,Diesel,Manual,2735,243,1,2778309
Honda,Amaze,2020,138760,Petrol,Manual,2600,208,2,767808
Audi,A4,2023,132421,Diesel,Automatic,2109,298,1,2799505
Audi,Q3,2016,64297,Petrol,Manual,3206,416,1,2687525
BMW,5 Series,2023,106610,Petrol,Manual,3180,442,1,3042708
Hyundai,Verna,2018,153632,Diesel,Manual,3182,404,3,682525
Toyota,Corolla,2020,157444,Petrol,Manual,2336,290,1,932861
BMW,X1,2015,22699,Diesel,Manual,1412,175,2,2693777
Toyota,Fortuner,2013,70110,Petrol,Manual,1364,182,2,728946
Audi,A4,2016,112883,Diesel,Manual,1092,152,1,2283235
Audi,A4,2023,107405,Diesel,Manual,1089,120,1,2617515
Honda,Civic,2022,15497,Petrol,Manual,2562,340,1,1457238
Audi,A4,2016,136585,Petrol,Manual,1038,122,2,2007970
Toyota,Camry,2020,19268,Diesel,Manual,1428,185,2,1204877
Honda,Amaze,2023,66502,Petrol,Manual,2071,231,3,975905
Honda,Civic,2016,81298,Petrol,Automatic,1789,264,2,779551
Honda,Civic,2022,143869,Diesel,Automatic,1734,183,1,1056383
Audi,Q3,2015,97935,Diesel,Automatic,2640,305,1,2690600
BMW,3 Series,2013,170720,Diesel,Automatic,2080,282,2,2222992
Audi,A4,2019,129435,Diesel,Automatic,2335,198,1,2599655
Honda,City,2021,149842,Petrol,Automatic,1780,266,2,826974
Hyundai,Creta,2021,153443,Diesel,Manual,1305,108,2,518969
Toyota,Corolla,2012,128449,Petrol,Automatic,1372,113,2,445212
BMW,3 Series,2015,63719,Diesel,Automatic,2428,291,1,3002600
Toyota,Fortuner,2023,149155,Petrol,Manual,2035,171,1,1039006
Honda,City,2022,99937,Petrol,Automatic,3141,278,2,1237030
Audi,A4,2013,111617,Petrol,Manual,3148,392,1,2437609
Honda,City,2022,131872,Diesel,Automatic,2968,309,2,1227489
BMW,3 Series,2015,117746,Diesel,Automatic,2544,232,1,2649218
Hyundai,i20,2021,138795,Petrol,Automatic,1190,120,1,875396
Hyundai,Creta,2015,56696,Diesel,Manual,2482,288,1,1075183
BMW,5 Series,2018,148325,Diesel,Manual,2621,227,1,2676594
BMW,X1,2019,40710,Petrol,Automatic,3074,391,1,3253035
Honda,Amaze,2021,106518,Diesel,Automatic,2130,282,1,1216746
BMW,5 Series,2020,127847,Petrol,Automatic,1680,220,2,2678034
Hyundai,Verna,2017,149692,Petrol,Automatic,1721,217,1,762790
Toyota,Camry,2012,170651,Diesel,Manual,1948,182,2,310232
Toyota,Corolla,2021,90095,Petrol,Manual,1691,224,1,1153795
BMW,5 Series,2018,179871,Diesel,Manual,1793,236,1,2485663
Toyota,Corolla,2023,108026,Diesel,Manual,1123,118,1,1031259
Hyundai,i20,2019,76727,Petrol,Manual,2295,319,1,1191538
Toyota,Corolla,2022,19348,Petrol,Manual,1857,175,1,1409032
Toyota,Camry,2016,101051,Diesel,Automatic,1691,229,1,1112898
Honda,City,2021,147907,Diesel,Manual,2795,347,1,1083208
Audi,A3,2021,69435,Petrol,Automatic,2878,320,1,3031454
Hyundai,Creta,2012,86833,Petrol,Manual,2365,316,3,457873
Hyundai,i20,2015,74307,Petrol,Manual,2603,282,1,876698
Audi,A3,2015,46406,Diesel,Automatic,1857,271,2,2592910
BMW,X1,2020,87705,Petrol,Automatic,1131,104,1,2779885
Hyundai,i20,2021,105268,Petrol,Automatic,1688,205,1,1150159
Hyundai,i20,2013,159171,Petrol,Manual,2196,193,1,548332
Audi,Q3,2020,160820,Petrol,Automatic,2409,237,2,2365173
Honda,Amaze,2016,169219,Petrol,Automatic,1758,239,3,418608
Toyota,Camry,2013,93299,Diesel,Automatic,3323,423,3,989453
Honda,Amaze,2013,46607,Petrol,Automatic,3350,424,2,1102956
Audi,A4,2014,71290,Diesel,Manual,3215,309,3,2522539
Toyota,Camry,2018,70747,Diesel,Manual,2005,246,2,990974
Hyundai,Verna,2023,45251,Diesel,Automatic,2594,278,1,1449495
Audi,A4,2014,106557,Petrol,Automatic,2331,285,1,2470310
BMW,X1,2017,46183,Diesel,Automatic,2447,289,1,3194782
Honda,City,2019,64422,Diesel,Manual,3168,324,1,1370675
Honda,Amaze,2012,63070,Diesel,Automatic,1968,160,2,800453
Honda,Amaze,2022,78902,Petrol,Automatic,2970,314,1,1367840
Audi,A3,2015,165385,Petrol,Manual,2113,205,2,1864236
BMW,5 Series,2019,46235,Petrol,Automatic,2508,306,1,3030945
Honda,City,2014,27758,Diesel,Automatic,1121,107,1,995008
Honda,Amaze,2019,28482,Diesel,Automatic,2942,374,1,1688534
BMW,5 Series,2022,76463,Diesel,Automatic,2453,312,3,2928150
BMW,3 Series,2012,157108,Diesel,Automatic,2749,299,2,2408150
Toyota,Corolla,2020,73559,Petrol,Manual,1497,218,1,1211336
Audi,Q3,2015,102777,Diesel,Automatic,3049,395,3,2364547
Hyundai,Creta,2022,97456,Petrol,Manual,2565,362,1,1108412
Toyota,Fortuner,2018,52020,Petrol,Manual,2568,223,3,1026600
Toyota,Camry,2019,129539,Petrol,Manual,1334,197,3,660553
BMW,5 Series,2018,56125,Diesel,Automatic,2041,291,1,3002192
Toyota,Corolla,2017,165483,Petrol,Manual,2122,226,1,655668
Toyota,Fortuner,2014,100680,Diesel,Manual,2176,283,3,632513
Hyundai,Verna,2021,106222,Diesel,Automatic,1943,263,2,1073815
Honda,City,2022,134408,Diesel,Automatic,2445,247,1,1074580
Honda,City,2021,164947,Petrol,Automatic,3490,425,1,1089040
Hyundai,Creta,2020,23154,Diesel,Automatic,2260,321,1,1536972
Audi,Q3,2012,138237,Diesel,Automatic,1535,176,2,2031096
Audi,Q3,2018,175841,Diesel,Automatic,2607,326,3,2294245
Audi,A3,2020,178908,Petrol,Automatic,1792,221,1,2400773
BMW,X1,2019,103407,Petrol,Automatic,1129,93,1,2731730
Hyundai,Verna,2018,176682,Petrol,Manual,2909,302,1,597871
Hyundai,i20,2013,136706,Diesel,Automatic,1979,201,2,457871
Honda,Civic,2017,102039,Petrol,Manual,1942,281,1,993244
Toyota,Fortuner,2015,115816,Diesel,Automatic,1245,182,2,809247
Toyota,Fortuner,2017,34115,Diesel,Automatic,1548,209,1,1315229
Hyundai,Creta,2018,48047,Diesel,Manual,2836,305,1,1166025
Honda,City,2017,148655,Diesel,Automatic,3138,327,1,1052017
Toyota,Corolla,2019,22982,Petrol,Manual,2787,263,1,1409284
Honda,Amaze,2018,144182,Petrol,Manual,2951,371,1,809540
Honda,Amaze,2018,142458,Diesel,Automatic,1225,181,1,801003
Audi,A3,2016,63141,Diesel,Automatic,3143,363,2,2680260
Hyundai,Creta,2012,53268,Diesel,Automatic,3080,386,3,901328
Audi,Q3,2019,35218,Petrol,Automatic,2913,310,2,2791631
BMW,X1,2015,160891,Petrol,Manual,3027,320,1,2340293
Audi,Q3,2012,118397,Petrol,Manual,1097,101,1,2098794
BMW,3 Series,2012,21534,Diesel,Automatic,1518,195,2,2796244
Toyota,Corolla,2022,41595,Diesel,Automatic,2485,253,1,1732946
Audi,A3,2014,149245,Diesel,Manual,1869,185,1,2033363
BMW,5 Series,2016,102143,Petrol,Manual,3473,353,2,2556872
BMW,X1,2014,76403,Diesel,Manual,1349,166,1,2531491
Toyota,Corolla,2018,88188,Diesel,Automatic,2461,268,2,1174627
Hyundai,i20,2022,136583,Petrol,Automatic,2747,293,1,1001221
Hyundai,Creta,2015,104603,Petrol,Manual,1122,113,1,497993
Toyota,Camry,2017,62425,Diesel,Automatic,2603,226,2,1124129
Toyota,Camry,2016,161877,Petrol,Manual,1497,120,3,225818
Hyundai,Verna,2021,92999,Diesel,Manual,1258,101,2,759986
Honda,Civic,2020,170477,Petrol,Manual,1026,106,1,536694
Honda,Amaze,2019,76662,Diesel,Manual,3095,376,1,1233850
Hyundai,Creta,2013,64235,Petrol,Manual,3018,327,1,917306
Audi,Q3,2017,47948,Petrol,Manual,3054,407,2,2766426
Toyota,Camry,2013,55115,Diesel,Automatic,1489,168,1,969656
Hyundai,Verna,2023,72542,Diesel,Manual,3337,494,1,1613941
Honda,City,2020,15390,Diesel,Automatic,2705,335,1,1648613
Audi,Q3,2023,128536,Petrol,Automatic,2066,295,1,2651563
Audi,Q3,2016,21854,Petrol,Automatic,1143,164,2,2542217
Honda,Amaze,2017,165492,Diesel,Automatic,2221,278,3,531436
BMW,X1,2020,19639,Diesel,Manual,2816,408,1,3289780
Audi,A3,2022,84409,Petrol,Automatic,2542,242,1,2926289
Hyundai,Verna,2018,54782,Petrol,Automatic,1622,224,1,1168495
BMW,3 Series,2020,43919,Diesel,Manual,2354,298,1,3209233
Hyundai,i20,2022,115599,Diesel,Manual,3134,253,1,1091686
BMW,5 Series,2023,112199,Petrol,Manual,1518,122,1,2661115
BMW,X1,2016,6218,Diesel,Manual,2219,260,1,3165222
Toyota,Fortuner,2023,91915,Petrol,Automatic,2294,291,1,1390992
Toyota,Camry,2012,124121,Petrol,Manual,2246,213,2,434986
Hyundai,Creta,2022,104912,Petrol,Automatic,3348,446,2,1250279
Audi,A4,2014,114374,Petrol,Automatic,2361,202,2,2137323
BMW,X1,2012,92362,Diesel,Manual,1702,200,1,2550245
Hyundai,Creta,2023,38925,Petrol,Automatic,3160,305,1,1564133
Hyundai,Creta,2013,44599,Petrol,Manual,3493,336,1,1041877
Toyota,Camry,2012,144772,Diesel,Automatic,2492,274,2,748456
Audi,A4,2013,132703,Petrol,Automatic,1157,144,1,2106157
Hyundai,Creta,2021,53952,Petrol,Automatic,2698,311,1,1445565
Honda,Amaze,2023,161748,Diesel,Automatic,2822,352,2,1133231
BMW,3 Series,2017,151843,Diesel,Manual,1192,169,2,2322246
Hyundai,Creta,2014,109424,Petrol,Automatic,1016,99,3,435111
BMW,X1,2017,162742,Diesel,Manual,1360,172,3,2222451
Honda,Civic,2021,56150,Petrol,Automatic,2354,203,2,1269019
Audi,A3,2014,132244,Petrol,Manual,1199,172,1,2020265
Audi,A3,2019,53126,Petrol,Manual,3156,433,1,2891862
Hyundai,Verna,2019,63328,Diesel,Manual,2459,243,3,905829
Audi,A3,2015,103498,Diesel,Automatic,1969,242,1,2430585
Honda,Civic,2022,62075,Diesel,Automatic,3368,336,1,1531808
Hyundai,Verna,2015,143689,Diesel,Automatic,3098,253,1,854185
Toyota,Fortuner,2016,144116,Diesel,Automatic,3354,390,2,858473
Honda,City,2015,25045,Petrol,Manual,3099,306,2,1083210
Honda,Amaze,2014,135292,Petrol,Manual,3223,463,1,801034
Audi,A4,2020,53988,Diesel,Automatic,3195,478,1,3224303
BMW,5 Series,2016,157730,Diesel,Automatic,3386,501,2,2642857
Honda,City,2018,41394,Diesel,Automatic,3073,335,1,1590657
Audi,A4,2021,66308,Petrol,Automatic,2800,228,1,2825496
Audi,Q3,2021,150054,Diesel,Automatic,1874,246,1,2568743
BMW,X1,2020,22332,Petrol,Manual,2467,263,2,2939352
Honda,Amaze,2013,78243,Diesel,Automatic,1010,96,1,814505
Toyota,Fortuner,2013,30331,Diesel,Automatic,2251,295,1,1296695
Audi,A4,2012,7103,Diesel,Automatic,1771,193,1,2715354
BMW,X1,2016,111569,Petrol,Manual,1924,233,3,2319749
Toyota,Camry,2015,114030,Petrol,Manual,2633,361,1,795828
Audi,A4,2022,99491,Petrol,Automatic,2667,263,3,2724601
Audi,A4,2013,70288,Diesel,Manual,1897,229,3,2174092
Hyundai,Verna,2017,57010,Diesel,Automatic,3182,428,1,1425559
Audi,A3,2023,62988,Diesel,Manual,3343,379,1,3060153
Hyundai,i20,2021,78791,Petrol,Automatic,3132,332,2,1288528
Hyundai,Verna,2018,139157,Diesel,Manual,2363,232,1,814588
Honda,Amaze,2021,125350,Petrol,Automatic,1204,98,2,912742
Audi,A4,2020,28308,Diesel,Automatic,1304,183,1,2870898
Hyundai,Creta,2020,103642,Petrol,Manual,3014,365,2,992079
BMW,3 Series,2012,14954,Diesel,Manual,3399,431,1,3076000
Audi,A3,2015,17634,Diesel,Manual,3476,430,1,2885909
Audi,A3,2017,40180,Diesel,Manual,1509,165,1,2692426
BMW,3 Series,2023,117154,Diesel,Manual,1649,145,1,2744049
Audi,A4,2020,100296,Diesel,Manual,2676,351,3,2423828
Hyundai,Creta,2013,51216,Diesel,Manual,1946,173,1,930613
Toyota,Camry,2023,13498,Petrol,Automatic,1548,148,2,1529757
BMW,X1,2013,15675,Diesel,Manual,3261,288,1,3113011
Honda,Amaze,2013,24964,Petrol,Manual,2894,374,1,1265045
BMW,5 Series,2012,147377,Diesel,Automatic,2621,324,1,2397345
Hyundai,Verna,2017,170162,Diesel,Automatic,2007,179,1,762320
Honda,City,2019,95015,Diesel,Automatic,3408,453,1,1372837
Hyundai,i20,2012,117209,Diesel,Manual,2022,232,1,602063
Toyota,Camry,2023,74161,Diesel,Manual,1447,160,1,1239323
Audi,A3,2015,178191,Diesel,Automatic,3495,285,1,2277136
BMW,X1,2022,98547,Petrol,Automatic,2161,274,1,3023186
Honda,City,2014,12257,Diesel,Manual,1206,113,2,870796
Audi,Q3,2015,57915,Petrol,Automatic,2172,270,1,2661690
Toyota,Fortuner,2014,159076,Diesel,Manual,2433,247,1,791011
Audi,A4,2015,168520,Diesel,Automatic,2189,278,2,2128538
Audi,Q3,2018,17641,Petrol,Automatic,1325,194,1,2780608
Toyota,Camry,2012,127931,Diesel,Manual,1774,250,1,620312
Toyota,Fortuner,2013,92470,Petrol,Manual,1094,117,1,736374
Hyundai,Verna,2019,173610,Petrol,Manual,2920,270,2,588455
Toyota,Corolla,2022,19568,Petrol,Manual,1346,109,1,1288031
BMW,X1,2016,108246,Diesel,Automatic,2018,264,1,2776608
Honda,City,2018,20852,Petrol,Manual,1427,182,1,1090770
Toyota,Corolla,2015,127731,Petrol,Manual,1684,228,2,616906
Audi,A4,2022,139124,Petrol,Automatic,1981,249,2,2469633
BMW,3 Series,2018,12168,Petrol,Manual,3200,439,1,3183639
BMW,5 Series,2012,159593,Diesel,Automatic,1265,148,3,2030148
Hyundai,i20,2018,68240,Petrol,Manual,2878,399,1,1173926
Honda,City,2015,95185,Diesel,Automatic,2804,254,1,1047154
Honda,Civic,2014,177494,Petrol,Manual,2391,208,1,592365
Toyota,Corolla,2018,142692,Petrol,Manual,1229,118,1,574252
Honda,Amaze,2013,134840,Petrol,Automatic,1336,107,1,476190
Toyota,Corolla,2020,29221,Petrol,Manual,2311,283,1,1405799
Honda,Civic,2021,107108,Diesel,Automatic,1840,149,1,1109418
BMW,5 Series,2023,31004,Diesel,Automatic,2032,303,2,3175115
BMW,5 Series,2017,107935,Diesel,Automatic,2237,193,1,2857714
BMW,X1,2013,158147,Petrol,Automatic,2837,394,3,2259010
Audi,A4,2012,83825,Petrol,Automatic,1891,273,1,2266779
Honda,City,2021,12844,Diesel,Automatic,1660,188,1,1437570
Toyota,Fortuner,2017,111771,Diesel,Manual,2055,180,1,963725
Honda,Civic,2018,42461,Petrol,Manual,2323,198,3,899094
BMW,X1,2020,14565,Petrol,Manual,1801,210,1,2976837
Honda,Civic,2020,153506,Diesel,Automatic,1930,185,1,1039703
Honda,City,2012,93352,Petrol,Automatic,2849,426,2,771259
Honda,Civic,2016,79220,Petrol,Manual,1411,179,1,929964
Toyota,Corolla,2023,9797,Diesel,Manual,2868,323,2,1632308
Honda,City,2014,95344,Petrol,Automatic,1325,173,1,800798
BMW,X1,2018,18656,Diesel,Manual,2622,288,2,3109098
Toyota,Fortuner,2017,165979,Diesel,Automatic,2123,303,1,898610
BMW,3 Series,2021,83700,Petrol,Automatic,1306,123,1,2903854
Hyundai,Verna,2012,79137,Diesel,Automatic,3392,459,1,1145247
Toyota,Fortuner,2019,154973,Diesel,Manual,3273,354,2,1021967
Hyundai,Creta,2023,128954,Diesel,Manual,2906,311,2,975923
BMW,3 Series,2015,105211,Diesel,Automatic,1197,165,2,2430394
Honda,Amaze,2017,146011,Diesel,Manual,3012,415,2,804938
Hyundai,Verna,2021,48832,Petrol,Automatic,2931,309,2,1303625
Hyundai,Verna,2023,114449,Petrol,Automatic,2283,261,2,1006752
Audi,Q3,2021,178907,Petrol,Automatic,1703,190,1,2320768
Honda,City,2019,102868,Petrol,Manual,1387,184,1,777196
BMW,3 Series,2013,172445,Diesel,Manual,2908,436,2,2351587
Audi,Q3,2019,73707,Diesel,Manual,3447,376,2,2723070
Honda,Civic,2014,28569,Petrol,Automatic,2826,247,2,1108136
Toyota,Camry,2019,60997,Petrol,Manual,2433,322,1,1304344
BMW,3 Series,2016,69292,Diesel,Automatic,2631,262,2,2768752
Audi,Q3,2021,59174,Petrol,Manual,2799,351,1,2949090
Honda,Civic,2016,49062,Diesel,Manual,3455,443,2,1241701
Honda,Amaze,2016,156970,Petrol,Manual,2902,377,1,684978
Toyota,Camry,2021,136268,Petrol,Automatic,2118,180,1,1099199
Toyota,Corolla,2018,109625,Petrol,Manual,1145,96,1,765584
Toyota,Corolla,2012,153472,Petrol,Manual,1944,265,1,411893
Honda,Amaze,2019,169171,Diesel,Automatic,2281,306,3,650495
Hyundai,i20,2015,38441,Diesel,Automatic,3055,391,1,1408866
Toyota,Fortuner,2017,32210,Petrol,Manual,1611,237,1,1173772
Toyota,Camry,2019,10097,Petrol,Manual,2120,235,3,1272373
Toyota,Fortuner,2019,113466,Petrol,Manual,3268,375,1,1056292
Hyundai,Verna,2015,77102,Petrol,Automatic,2264,282,1,894734
Honda,Civic,2015,145774,Diesel,Automatic,1223,123,1,628924
Audi,A4,2015,59156,Petrol,Automatic,2586,289,1,2770899
Audi,A3,2020,44481,Petrol,Automatic,2242,276,1,2962197
Hyundai,i20,2015,79216,Petrol,Automatic,1518,136,1,846352
Toyota,Corolla,2014,125869,Diesel,Manual,1046,85,1,558427
Toyota,Corolla,2016,155924,Petrol,Automatic,1466,194,2,521277
Toyota,Corolla,2016,169503,Diesel,Automatic,2663,222,2,696107
Honda,Civic,2016,94018,Diesel,Manual,1119,135,1,798648
Toyota,Camry,2015,43948,Petrol,Automatic,2592,321,2,1178715
BMW,3 Series,2018,171394,Diesel,Automatic,1543,129,3,2265554
Hyundai,Creta,2016,88788,Diesel,Automatic,2548,216,1,1108702
Hyundai,Verna,2012,82685,Diesel,Manual,2774,335,2,819156
Audi,Q3,2023,98749,Diesel,Manual,1839,216,2,2708684
Audi,A3,2023,159613,Diesel,Automatic,3459,460,2,2853835
Audi,A4,2018,77341,Petrol,Manual,2114,260,1,2698681
Hyundai,Verna,2022,45892,Petrol,Automatic,2331,303,2,1279774
BMW,5 Series,2018,49175,Diesel,Manual,2098,265,1,3045602
Hyundai,Verna,2013,139932,Petrol,Manual,2626,267,2,473205
Honda,Civic,2014,165120,Diesel,Automatic,3187,322,1,899931
Honda,City,2017,27580,Petrol,Manual,1560,129,1,1121484
Hyundai,Verna,2021,156185,Diesel,Automatic,1172,115,2,707154
Honda,Amaze,2023,155316,Petrol,Automatic,1335,140,1,1032904
Audi,Q3,2019,177449,Petrol,Manual,3300,455,1,2416737
BMW,5 Series,2023,161553,Petrol,Manual,2909,284,1,2783082
BMW,3 Series,2020,15027,Diesel,Manual,2295,306,1,3186427
Hyundai,i20,2019,44925,Petrol,Automatic,1179,140,2,1051775
BMW,5 Series,2017,55996,Petrol,Automatic,1613,209,1,2833855
Hyundai,i20,2012,143293,Diesel,Automatic,3269,423,1,856824
Toyota,Fortuner,2014,102576,Diesel,Automatic,2288,251,1,1094373
Audi,A3,2019,77517,Diesel,Manual,2618,294,2,2673237
Honda,Civic,2021,47812,Diesel,Manual,3287,341,1,1627876
Toyota,Corolla,2020,91884,Diesel,Manual,1884,207,1,1205651
Honda,Amaze,2015,6759,Petrol,Manual,1202,132,1,1088604
Audi,A3,2015,69085,Diesel,Automatic,1419,165,2,2333339
BMW,X1,2022,29324,Petrol,Manual,1019,83,1,2997344
Honda,Amaze,2012,75872,Petrol,Automatic,1637,240,1,862037
Toyota,Corolla,2019,132743,Diesel,Manual,2945,358,1,1011172
BMW,X1,2018,81447,Diesel,Manual,1759,256,1,2761743
Toyota,Corolla,2021,12106,Diesel,Automatic,1205,99,1,1391124
Toyota,Fortuner,2022,127987,Diesel,Automatic,3183,332,1,1305985
Honda,Civic,2023,72134,Diesel,Manual,1445,211,1,1189992
Honda,City,2017,61159,Diesel,Automatic,2524,262,1,1272739
BMW,5 Series,2015,138911,Petrol,Manual,2960,313,1,2635634
Audi,A4,2012,19143,Petrol,Manual,1619,227,1,2573707
Toyota,Fortuner,2021,116300,Diesel,Automatic,3455,378,1,1489187
Toyota,Camry,2023,54107,Petrol,Manual,2072,209,2,1164100
Honda,Civic,2015,170567,Diesel,Manual,1168,124,1,559113
Toyota,Fortuner,2016,23520,Petrol,Automatic,2880,396,1,1556731
BMW,X1,2022,13354,Petrol,Manual,2666,255,3,3069329
Toyota,Corolla,2013,127861,Diesel,Manual,2845,286,2,751652
Honda,Amaze,2013,68702,Diesel,Manual,1333,132,2,755052
Audi,Q3,2021,51892,Diesel,Automatic,1249,136,1,2808711
BMW,3 Series,2020,129475,Petrol,Manual,2773,263,1,2641370
Toyota,Corolla,2018,72949,Petrol,Manual,2277,261,1,1182510
BMW,X1,2014,166933,Diesel,Automatic,3297,306,2,2502594
BMW,3 Series,2021,167855,Petrol,Automatic,1212,137,1,2469637
Hyundai,i20,2020,97716,Petrol,Automatic,2429,248,1,1165022
Audi,A3,2019,103620,Diesel,Automatic,2663,382,1,2791230
Audi,Q3,2018,35561,Petrol,Manual,2085,294,1,2812961
Audi,A4,2016,87419,Diesel,Automatic,2763,234,3,2336072
Toyota,Fortuner,2023,79461,Petrol,Automatic,1599,191,2,1108494
Toyota,Camry,2013,35525,Diesel,Manual,1707,211,2,1016514
Honda,Amaze,2018,5523,Petrol,Manual,1944,208,2,1258185
Hyundai,Creta,2021,172968,Petrol,Manual,2112,282,2,706320
BMW,5 Series,2018,21003,Petrol,Automatic,1788,187,1,3076859
BMW,5 Series,2019,88808,Petrol,Automatic,1639,216,1,2742774
Honda,Amaze,2015,117631,Diesel,Automatic,3363,481,1,1122393
Hyundai,Verna,2022,12403,Diesel,Manual,2063,165,3,1168636
BMW,5 Series,2017,91298,Petrol,Automatic,2750,274,2,2725644
BMW,X1,2014,47596,Petrol,Manual,1633,167,1,2540957
BMW,X1,2018,62261,Petrol,Automatic,2760,391,1,3021912
BMW,X1,2018,160386,Diesel,Manual,3207,422,3,2545015
Honda,Amaze,2020,83656,Diesel,Automatic,2234,307,2,1158937
Toyota,Corolla,2012,137323,Diesel,Manual,1545,188,1,456750
Audi,A4,2021,98297,Petrol,Automatic,2693,301,2,2753791
Audi,A4,2015,179580,Petrol,Manual,2335,334,1,2183877
BMW,X1,2020,102272,Petrol,Automatic,3353,343,2,2952905
Hyundai,Verna,2013,10345,Petrol,Automatic,1005,103,1,929112
Audi,Q3,2020,154804,Petrol,Manual,1880,254,2,2205217
BMW,X1,2022,131829,Diesel,Automatic,3376,368,1,3043338
Audi,A4,2017,134677,Diesel,Manual,3483,414,2,2457612
BMW,3 Series,2023,34610,Petrol,Automatic,3103,268,1,3372465
Toyota,Fortuner,2021,146853,Diesel,Manual,1215,129,3,691329
Honda,Amaze,2013,19341,Petrol,Automatic,3432,281,1,1330942
Toyota,Corolla,2016,161207,Petrol,Manual,1159,105,2,499775
Hyundai,Creta,2023,97477,Petrol,Manual,1414,115,1,1086405
BMW,3 Series,2016,149692,Petrol,Automatic,1925,157,2,2359836
Hyundai,i20,2017,100166,Petrol,Manual,2492,299,1,973106
Hyundai,Creta,2018,38524,Petrol,Automatic,1734,244,3,922833
BMW,5 Series,2022,67793,Petrol,Manual,1072,91,2,2714046
Hyundai,Creta,2023,165731,Diesel,Manual,2726,331,2,933270
Honda,Amaze,2015,152721,Petrol,Automatic,1002,90,2,400479
Audi,Q3,2021,55919,Petrol,Manual,1099,115,1,2581555
Honda,Civic,2014,146452,Diesel,Manual,1682,197,1,550237
Honda,Civic,2022,153388,Diesel,Manual,3084,426,1,1165727
Honda,Civic,2015,138449,Diesel,Manual,1860,215,1,725809
Audi,A3,2020,122299,Petrol,Automatic,3408,354,1,2891676
Toyota,Corolla,2023,112272,Petrol,Automatic,1128,128,3,832666
Honda,Civic,2016,131241,Petrol,Automatic,1744,219,1,817717
Hyundai,Creta,2023,51833,Diesel,Automatic,1384,162,1,1365723
Honda,Amaze,2022,15282,Petrol,Manual,3085,287,1,1566243
Audi,A4,2018,144080,Diesel,Manual,2036,208,1,2272531
Toyota,Camry,2015,56312,Petrol,Manual,3341,295,1,1293385
Audi,A4,2020,101535,Petrol,Manual,1104,140,1,2412704
Honda,Civic,2014,6392,Petrol,Automatic,2897,282,1,1382221
Toyota,Corolla,2017,49348,Diesel,Automatic,3277,280,2,1431157
Honda,City,2014,115391,Diesel,Automatic,2424,267,1,953356
Audi,A4,2013,20573,Diesel,Automatic,2841,297,1,2888283
Honda,Amaze,2021,24577,Petrol,Automatic,2217,299,1,1431349
Honda,Amaze,2017,94445,Petrol,Manual,1626,222,1,879083
Honda,Civic,2012,122345,Diesel,Automatic,1437,156,1,689259
Honda,City,2015,87025,Petrol,Manual,2248,267,2,694332
Hyundai,i20,2017,104802,Diesel,Automatic,3177,257,3,909075
Audi,A4,2016,178146,Diesel,Automatic,2501,343,1,2388977
BMW,X1,2016,84709,Petrol,Manual,2910,343,2,2615418
Honda,Amaze,2016,173731,Petrol,Manual,1652,152,1,423774
Audi,A4,2013,66738,Petrol,Automatic,1507,180,2,2345509
Toyota,Camry,2016,35062,Petrol,Automatic,2195,291,2,1054561
Hyundai,Verna,2013,153829,Diesel,Manual,1391,173,1,289403
BMW,X1,2013,53731,Diesel,Automatic,2384,315,1,2886245
Honda,Amaze,2019,34113,Diesel,Manual,3190,265,2,1348942
BMW,X1,2023,101163,Diesel,Automatic,2677,379,2,3079697
Hyundai,Creta,2022,87512,Diesel,Manual,1244,139,2,914295
Audi,Q3,2022,20433,Diesel,Manual,1106,98,1,2872767
Audi,A4,2018,64377,Diesel,Manual,2016,285,2,2693953
Audi,A4,2016,126926,Diesel,Automatic,1432,197,1,2435711
Hyundai,Creta,2018,129636,Petrol,Automatic,1437,135,1,696346
Hyundai,i20,2023,177425,Diesel,Manual,2751,367,1,889205
BMW,5 Series,2014,114132,Diesel,Automatic,2854,251,1,2786536
Toyota,Fortuner,2017,18243,Diesel,Automatic,1823,224,1,1280872
Toyota,Corolla,2017,35710,Diesel,Manual,1450,144,1,1158119
Audi,A4,2012,112770,Diesel,Manual,1481,176,2,2037007
Hyundai,Creta,2021,155740,Diesel,Automatic,2439,217,2,816435
Toyota,Fortuner,2014,116831,Diesel,Manual,2167,309,1,789867
Honda,City,2014,140122,Diesel,Manual,1522,129,1,489102
Toyota,Fortuner,2021,48554,Petrol,Manual,2387,256,1,1440706
Audi,A4,2016,150311,Petrol,Automatic,1223,165,1,2129414
Audi,Q3,2022,165931,Petrol,Automatic,2445,319,1,2624534
